buffer_size	input_size	time_s
2048	1000	5.860551e-02
2048	1000	5.051459e-02
2048	1000	4.845448e-02
2048	1000	4.966008e-02
2048	2000	1.240022e-01
2048	2000	1.261252e-01
2048	2000	1.225970e-01
2048	2000	1.213012e-01
2048	2000	1.242464e-01
2048	3000	1.958508e-01
2048	3000	1.855915e-01
2048	3000	1.882838e-01
2048	3000	1.784569e-01
2048	3000	1.893570e-01
2048	4000	2.788048e-01
2048	4000	2.752480e-01
2048	4000	2.714131e-01
2048	4000	2.667142e-01
2048	4000	2.722718e-01
2048	5000	3.652736e-01
2048	5000	3.713732e-01
2048	5000	3.715907e-01
2048	5000	3.840607e-01
2048	5000	3.826858e-01
2048	6000	4.548221e-01
2048	6000	4.879862e-01
2048	6000	4.755585e-01
2048	6000	4.644127e-01
2048	6000	4.632989e-01
2048	7000	6.037489e-01
2048	7000	5.825604e-01
2048	7000	5.867581e-01
2048	7000	6.007715e-01
2048	7000	6.085942e-01
2048	8000	7.232150e-01
2048	8000	7.327454e-01
2048	8000	7.033499e-01
2048	8000	6.961630e-01
2048	8000	7.221484e-01
2048	9000	8.380359e-01
2048	9000	8.574704e-01
2048	9000	8.377270e-01
2048	9000	8.717024e-01
2048	9000	8.341168e-01
2048	10000	9.767052e-01
2048	10000	9.893951e-01
2048	10000	1.009156e+00
2048	10000	9.835294e-01
2048	10000	9.736858e-01
2048	11000	1.140678e+00
2048	11000	1.150141e+00
2048	11000	1.145791e+00
2048	11000	1.144803e+00
2048	11000	1.152705e+00
2048	12000	1.326349e+00
2048	12000	1.311498e+00
2048	12000	1.309213e+00
2048	12000	1.322774e+00
2048	12000	1.307941e+00
2048	13000	1.470734e+00
2048	13000	1.501225e+00
2048	13000	1.477357e+00
2048	13000	1.531620e+00
2048	13000	1.469139e+00
2048	14000	1.698351e+00
2048	14000	1.647221e+00
2048	14000	1.682089e+00
2048	14000	1.691478e+00
2048	14000	1.689095e+00
2048	15000	1.875760e+00
2048	15000	1.910578e+00
2048	15000	1.882539e+00
2048	15000	1.835427e+00
2048	15000	1.884722e+00
2048	16000	2.106697e+00
2048	16000	2.089664e+00
2048	16000	2.090580e+00
2048	16000	2.091539e+00
2048	16000	2.073107e+00
2048	17000	2.329136e+00
2048	17000	2.346999e+00
2048	17000	2.305300e+00
2048	17000	2.359814e+00
2048	17000	2.323645e+00
2048	18000	2.588237e+00
2048	18000	2.531911e+00
2048	18000	2.514614e+00
2048	18000	2.523751e+00
2048	18000	2.546590e+00
2048	19000	2.785801e+00
2048	19000	2.751185e+00
2048	19000	2.795765e+00
2048	19000	2.776034e+00
2048	19000	2.749514e+00
2048	20000	3.007475e+00
2048	20000	3.027747e+00
2048	20000	2.985907e+00
2048	20000	3.000074e+00
2048	20000	3.006258e+00
2048	21000	3.330446e+00
2048	21000	3.342644e+00
2048	21000	3.287143e+00
2048	21000	3.340382e+00
2048	21000	3.334572e+00
2048	22000	3.628449e+00
2048	22000	3.612369e+00
2048	22000	3.496652e+00
2048	22000	3.562130e+00
2048	22000	3.542865e+00
2048	23000	3.863139e+00
2048	23000	3.863615e+00
2048	23000	3.862190e+00
2048	23000	3.835882e+00
2048	23000	3.887683e+00
2048	24000	4.182519e+00
2048	24000	4.142840e+00
2048	24000	4.160596e+00
2048	24000	4.200037e+00
2048	24000	4.097669e+00
2048	25000	4.418319e+00
2048	25000	4.553223e+00
2048	25000	4.472010e+00
2048	25000	4.458183e+00
2048	25000	4.508245e+00
2048	26000	4.714200e+00
2048	26000	4.816377e+00
2048	26000	4.886490e+00
2048	26000	4.730828e+00
2048	26000	4.726133e+00
2048	27000	5.118350e+00
2048	27000	5.136823e+00
2048	27000	5.123149e+00
2048	27000	5.105623e+00
2048	27000	5.136333e+00
2048	28000	5.435555e+00
2048	28000	5.414173e+00
2048	28000	5.479173e+00
2048	28000	5.472553e+00
2048	28000	5.443427e+00
2048	29000	5.821130e+00
2048	29000	5.796071e+00
2048	29000	5.710633e+00
2048	29000	5.706131e+00
2048	29000	5.789581e+00


